2.15784E-03,2.23905E-03,2.30768E-03,2.37943E-03,2.45709E-03,2.53904E-03,2.62244E-03,2.70040E-03,2.76292E-03,2.79629E-03,2.80317E-03,2.79616E-03,2.76052E-03,2.69234E-03,2.60831E-03,2.52031E-03,2.43446E-03,2.35302E-03,2.27775E-03,2.20789E-03,2.14258E-03
2.57504E-03,2.67072E-03,2.75387E-03,2.84312E-03,2.94279E-03,3.05203E-03,3.16892E-03,3.28628E-03,3.39144E-03,3.46032E-03,3.48019E-03,3.45999E-03,3.38711E-03,3.27366E-03,3.14846E-03,3.02637E-03,2.91321E-03,2.80999E-03,2.71753E-03,2.63388E-03,2.55740E-03
2.95311E-03,3.05825E-03,3.15161E-03,3.25418E-03,3.37187E-03,3.50499E-03,3.65365E-03,3.81228E-03,3.96777E-03,4.08531E-03,4.12604E-03,4.08470E-03,3.96120E-03,3.79485E-03,3.62687E-03,3.47266E-03,3.33592E-03,3.21540E-03,3.11043E-03,3.01761E-03,2.93434E-03
3.27704E-03,3.38688E-03,3.48622E-03,3.59759E-03,3.72855E-03,3.88078E-03,4.05728E-03,4.25604E-03,4.46706E-03,4.64781E-03,4.72132E-03,4.64684E-03,4.45807E-03,4.23390E-03,4.02473E-03,3.84273E-03,3.68758E-03,3.55490E-03,3.44211E-03,3.34428E-03,3.25792E-03
3.52840E-03,3.63909E-03,3.74084E-03,3.85700E-03,3.99656E-03,4.16281E-03,4.36199E-03,4.59733E-03,4.86614E-03,5.12493E-03,5.24812E-03,5.12351E-03,4.85465E-03,4.57088E-03,4.32461E-03,4.12048E-03,3.95242E-03,3.81239E-03,3.69574E-03,3.59611E-03,3.50923E-03
3.77446E-03,3.88090E-03,3.98024E-03,4.09562E-03,4.23716E-03,4.40971E-03,4.62295E-03,4.88657E-03,5.20914E-03,5.55625E-03,5.74917E-03,5.55433E-03,5.19537E-03,4.85674E-03,4.58235E-03,4.36510E-03,4.19205E-03,4.05134E-03,3.93635E-03,3.83956E-03,3.75611E-03
4.02894E-03,4.12950E-03,4.22465E-03,4.33677E-03,4.47674E-03,4.65084E-03,4.87176E-03,5.15587E-03,5.52588E-03,5.96780E-03,6.25324E-03,5.96533E-03,5.51010E-03,5.12355E-03,4.82936E-03,4.60571E-03,4.43249E-03,4.29441E-03,4.18320E-03,4.09054E-03,4.01126E-03
4.28210E-03,4.37645E-03,4.46688E-03,4.57457E-03,4.71078E-03,4.88298E-03,5.10610E-03,5.40250E-03,5.81012E-03,6.34582E-03,6.74514E-03,6.34280E-03,5.79271E-03,5.36860E-03,5.06321E-03,4.83883E-03,4.66881E-03,4.53518E-03,4.42852E-03,4.34012E-03,4.26476E-03
4.53232E-03,4.62104E-03,4.70713E-03,4.81043E-03,4.94226E-03,5.11094E-03,5.33263E-03,5.63426E-03,6.06823E-03,6.68946E-03,7.21958E-03,6.68591E-03,6.04958E-03,5.59956E-03,5.29025E-03,5.06886E-03,4.90356E-03,4.77468E-03,4.67213E-03,4.58724E-03,4.51487E-03
4.80551E-03,4.88939E-03,4.97188E-03,5.07142E-03,5.19917E-03,5.36403E-03,5.58240E-03,5.88396E-03,6.33305E-03,7.02526E-03,7.69552E-03,7.02124E-03,6.31352E-03,5.84899E-03,5.54114E-03,5.32467E-03,5.16429E-03,5.03959E-03,4.94027E-03,4.85792E-03,4.78761E-03
