5.61757E-04,5.60517E-04,5.59230E-04,5.57783E-04,5.56102E-04,5.54156E-04,5.52054E-04,5.49920E-04,5.47758E-04,5.45615E-04,5.44424E-04,5.45634E-04,5.47889E-04,5.50190E-04,5.52351E-04,5.54352E-04,5.56201E-04,5.57911E-04,5.59492E-04,5.60946E-04,5.62257E-04
6.14601E-04,6.13205E-04,6.11717E-04,6.10008E-04,6.07991E-04,6.05623E-04,6.03026E-04,6.00341E-04,5.97564E-04,5.94751E-04,5.93161E-04,5.94776E-04,5.97733E-04,6.00683E-04,6.03397E-04,6.05863E-04,6.08102E-04,6.10140E-04,6.11997E-04,6.13678E-04,6.15171E-04
6.60522E-04,6.59501E-04,6.58282E-04,6.56782E-04,6.54921E-04,6.52647E-04,6.50050E-04,6.47242E-04,6.44194E-04,6.40957E-04,6.39062E-04,6.40986E-04,6.44381E-04,6.47607E-04,6.50432E-04,6.52878E-04,6.54999E-04,6.56843E-04,6.58446E-04,6.59825E-04,6.60968E-04
6.94489E-04,6.95347E-04,6.95771E-04,6.95883E-04,6.95687E-04,6.95135E-04,6.94157E-04,6.92702E-04,6.90680E-04,6.88093E-04,6.86397E-04,6.88116E-04,6.90809E-04,6.92914E-04,6.94336E-04,6.95195E-04,6.95610E-04,6.95674E-04,6.95452E-04,6.94980E-04,6.94253E-04
7.17723E-04,7.22037E-04,7.25560E-04,7.28793E-04,7.31899E-04,7.34846E-04,7.37267E-04,7.38797E-04,7.39227E-04,7.38449E-04,7.37479E-04,7.38458E-04,7.39212E-04,7.38660E-04,7.37009E-04,7.34557E-04,7.31535E-04,7.28105E-04,7.24377E-04,7.20413E-04,7.16222E-04
7.57234E-04,7.63996E-04,7.69754E-04,7.75259E-04,7.80775E-04,7.86272E-04,7.91142E-04,7.94744E-04,7.96714E-04,7.96797E-04,7.95977E-04,7.96797E-04,7.96611E-04,7.94371E-04,7.90578E-04,7.85737E-04,7.80206E-04,7.74229E-04,7.67960E-04,7.61489E-04,7.54835E-04
7.92489E-04,8.02611E-04,8.11553E-04,8.20418E-04,8.29612E-04,8.39127E-04,8.48003E-04,8.55180E-04,8.60058E-04,8.62105E-04,8.61901E-04,8.62089E-04,8.59781E-04,8.54385E-04,8.46922E-04,8.38207E-04,8.28774E-04,8.18960E-04,8.08973E-04,7.98925E-04,7.88840E-04
8.23485E-04,8.37853E-04,8.50968E-04,8.64390E-04,8.78728E-04,8.94030E-04,9.08882E-04,9.21636E-04,9.31353E-04,9.37041E-04,9.38209E-04,9.36993E-04,9.30784E-04,9.20164E-04,9.07007E-04,8.92558E-04,8.77558E-04,8.62443E-04,8.47457E-04,8.32718E-04,8.18241E-04
8.45546E-04,8.65013E-04,8.83331E-04,9.02640E-04,9.23842E-04,9.47110E-04,9.70489E-04,9.91573E-04,1.00897E-03,1.02097E-03,1.02482E-03,1.02086E-03,1.00793E-03,9.89064E-04,9.67451E-04,9.44873E-04,9.22280E-04,9.00169E-04,8.78779E-04,8.58193E-04,8.38376E-04
8.54956E-04,8.80119E-04,9.04476E-04,9.30874E-04,9.60628E-04,9.94164E-04,1.02897E-03,1.06175E-03,1.09060E-03,1.11277E-03,1.12135E-03,1.11258E-03,1.08884E-03,1.05775E-03,1.02432E-03,9.90921E-04,9.58621E-04,9.27881E-04,8.98843E-04,8.71479E-04,8.45646E-04
8.47929E-04,8.78958E-04,9.09814E-04,9.44142E-04,9.83836E-04,1.02977E-03,1.07897E-03,1.12728E-03,1.17231E-03,1.21001E-03,1.22640E-03,1.20967E-03,1.16953E-03,1.12126E-03,1.07223E-03,1.02527E-03,9.81339E-04,9.40669E-04,9.03147E-04,8.68519E-04,8.36447E-04
8.23203E-04,8.59665E-04,8.96848E-04,9.39247E-04,9.89513E-04,1.04921E-03,1.11522E-03,1.18275E-03,1.24921E-03,1.30916E-03,1.33762E-03,1.30861E-03,1.24507E-03,1.17418E-03,1.10596E-03,1.04325E-03,9.86490E-04,9.35365E-04,8.89294E-04,8.47644E-04,8.09784E-04
7.82528E-04,8.23346E-04,8.65960E-04,9.15674E-04,9.76054E-04,1.04964E-03,1.13364E-03,1.22317E-03,1.31611E-03,1.40596E-03,1.45193E-03,1.40513E-03,1.31028E-03,1.21164E-03,1.12159E-03,1.04210E-03,9.72493E-04,9.11474E-04,8.57749E-04,8.10155E-04,7.67671E-04
7.29486E-04,7.73173E-04,8.19760E-04,8.75237E-04,9.44176E-04,1.03032E-03,1.13179E-03,1.24448E-03,1.36776E-03,1.49516E-03,1.56492E-03,1.49398E-03,1.36000E-03,1.22981E-03,1.11695E-03,1.02125E-03,9.40088E-04,8.70804E-04,8.11153E-04,7.59323E-04,7.13846E-04
6.66264E-04,7.11115E-04,7.59870E-04,8.19023E-04,8.94119E-04,9.90230E-04,1.10699E-03,1.24202E-03,1.39766E-03,1.56943E-03,1.66983E-03,1.56783E-03,1.38787E-03,1.22433E-03,1.08965E-03,9.79843E-04,8.89583E-04,8.14474E-04,7.51172E-04,6.97165E-04,6.50530E-04
5.96073E-04,6.40327E-04,6.89282E-04,7.49695E-04,8.27932E-04,9.30354E-04,1.05852E-03,1.21274E-03,1.39992E-03,1.62043E-03,1.75783E-03,1.61836E-03,1.38821E-03,1.19251E-03,1.03927E-03,9.19025E-04,8.23103E-04,7.45188E-04,6.80822E-04,6.26829E-04,5.80885E-04
5.23443E-04,5.65558E-04,6.12879E-04,6.72172E-04,7.50358E-04,8.54863E-04,9.89314E-04,1.15736E-03,1.37179E-03,1.64107E-03,1.81972E-03,1.63855E-03,1.35851E-03,1.13541E-03,9.69000E-04,8.43093E-04,7.45436E-04,6.67865E-04,6.04944E-04,5.52962E-04,5.09306E-04
4.52409E-04,4.91232E-04,5.35457E-04,5.91618E-04,6.66867E-04,7.69340E-04,9.04562E-04,1.07965E-03,1.31397E-03,1.62693E-03,1.84754E-03,1.62402E-03,1.29968E-03,1.05699E-03,8.84108E-04,7.57657E-04,6.62063E-04,5.87645E-04,5.28252E-04,4.79840E-04,4.39643E-04
